"id","name","abbreviation","type"
5446,"Thailand","Thailand","Government"
7581,"Thailand Burma Border Consortium","TBBC","Private Orgs. & Foundations"
16908,"Thalassemia Patients’ Friends Society","TPFS","NGOs"
14219,"Thardeep Rural Development Programme","TRDP","NGOs"
14646,"The Achelis Foundation","TAF","Private Orgs. & Foundations"
7034,"The Aids Support Organisation","TASO","Private Orgs. & Foundations"
16737,"The Arab Center Activist for Social and Economic Development","Activist","NGOs"
16528,"The Asfari Foundation","The Asfari Foundation","Private Orgs. & Foundations"
6376,"The Asia Foundation","TAF","Private Orgs. & Foundations"
8813,"The Association for Civil Rights in Israel","ACRI","NGOs"
15441,"The Association for Women's Rights in Development","AWID","NGOs"
15132,"The Blessing Foundation","TBF","NGOs"
14647,"The Bodman Foundation","TBF","Private Orgs. & Foundations"
8535,"The Bridge Fund","TBF","NGOs"
6309,"The Carter Centre ","TCC","Private Orgs. & Foundations"
16597,"The Change Foundation","TCF","NGOs"
6156,"The Christian Council of Sweden","TCCS","NGOs"
8082,"The Church of Jesus Christ of Latter-Day Saints","The Church of Jesus Christ of Latter-Day Saints","Private Orgs. & Foundations"
14707,"The Clorox Company","The Clorox Company","Private Orgs. & Foundations"
16866,"The Competitiveness","The Competitiveness","NGOs"
16707,"The Cooperative Society for Saving and Lending Society","SBOS","NGOs"
6571,"The Cuny Center","The Cuny Center","NGOs"
6111,"The Danish-Ethiopian Joint Initiative","DEJI","NGOs"
16390,"The Drama Works","TDW","NGOs"
8234,"The Dui Hua Foundation","DHF","Private Orgs. & Foundations"
6132,"The Emergency Management Agency of Greater Copenhagen","EMAGC","Private Orgs. & Foundations"
8986,"The Evangelical Alliance Relief","TEAR","NGOs"
15501,"The Family Centre","TFC","NGOs"
5720,"The Federation of Korean Industries","The Federation of Korean Industries","Private Orgs. & Foundations"
6749,"The Foundation for the Refugee Education Trust","FRET","NGOs"
14427,"The Fund for Peace","The Fund for Peace","NGOs"
14215,"The Gaza Center for Health and Wellness","GCHW","NGOs"
5610,"The General Assembly of Presbyterian Church in Korea","GAPCK","Private Orgs. & Foundations"
8537,"The Graduate Center","TGC","Private Orgs. & Foundations"
14624,"The Harvard Program on Humanitarian Policy and Conflict Research","THPHPCR","Private Orgs. & Foundations"
13035,"The Health Support Organization","THESO","NGOs"
16799,"The Heaven's Lights the World","HLW","NGOs"
8854,"The Hebrew University of Jerusalem","HUJ","Private Orgs. & Foundations"
15642,"The Humanitarian Forum Sudan","THFS","NGOs"
14970,"The Humanitarian Forum Yemen","THFY","NGOs"
14891,"The Institute for Social Movements","ISM","NGOs"
16593,"The Institute of Cultural Affairs, Japan","The Institute of Cultural Affairs, Japan","NGOs"
12786,"The International Barent secretary","TIBS","Private Orgs. & Foundations"
14768,"The International Legal Foundation","The ILF","NGOs"
8332,"The Iraqi International Association for Civil Society","TIIACS","Private Orgs. & Foundations"
8815,"The Israeli Committee Against House Demolitions","ICAHD","NGOs"
8349,"The J.F. Kapnek Trust","The J.F. Kapnek Trust","NGOs"
14695,"The Jewish Federation of Metropolitan Chicago","The Jewish Federation of Metropolitan Chicago","NGOs"
8657,"The Justice for Agriculture Trust ","JAG","Private Orgs. & Foundations"
5721,"The Korean Medical Association","The Korean Medical Association","Private Orgs. & Foundations"
6242,"The Kvinna till Kvinna Foundation","TKKF","Private Orgs. & Foundations"
15826,"The Leprosy Mission International","TLM","NGOs"
15383,"The Living History Forum","TLHF","NGOs"
8073,"The Mission Covenant Church of Sweden","MCCS","NGOs"
15988,"The MorFiss Foundation","MorFiss","NGOs"
13240,"The Mosaic Religious Community","DMT","Private Orgs. & Foundations"
13177,"The Motivation Charitable Trust","Motivation","NGOs"
5605,"The Movement Center of Jeju Citizen to Help the North Korea","The Movement Center of Jeju Citizen to Help the North Korea","NGOs"
16043,"The National Society for Rehabilitation","GNSR","NGOs"
5821,"The Nat'l Council of Saemaul Undong  Movement in Korea","The Nat'l Council of Saemaul Undong  Movement in Korea","NGOs"
14124,"The Network for Consumer Protection","TN","NGOs"
14122,"The NGO World","The NGO World","NGOs"
6224,"The Norwegian Helsinki Committee","TNHC","NGOs"
16295,"The Organization for Children Harmony","TOCH","NGOs"
6047,"The Palestine Solidarity Association in Sweden","TPSAS","Private Orgs. & Foundations"
8931,"The Peace of Every Ravine Organization","Salam","NGOs"
14454,"The Pears Foundation","The Pears Foundation","Private Orgs. & Foundations"
8511,"The Rafto Foundation","Raftostiftelsen","NGOs"
6139,"The Rendon Group","TRG","Private Orgs. & Foundations"
16797,"The Rescue Initiative South Sudan","TRI-SS","NGOs"
15684,"The SEEP Network","The SEEP Network","NGOs"
8775,"The Sigrid Rausing Trust","TSRT","Private Orgs. & Foundations"
8165,"The Sisters of Charity","The Sisters of Charity","Private Orgs. & Foundations"
16583,"The Society of the Revival of Islamic Heritage","TSRIS","NGOs"
16285,"The Society of Women Graduates in Gaza strip","SWG","NGOs"
8170,"The Southasia Trust","The Southasia Trust","Private Orgs. & Foundations"
16900,"The Sudanese Inmate Care Organization","SICO","NGOs"
14840,"The Survivor Network Foundation and People with Disability","SNFPD","NGOs"
5628,"The Swedish Fellowship of Reconciliation","TSFR","NGOs"
6074,"The Swedish Organisation for Individual Relief","TSOIR","NGOs"
6811,"The Tibet Fund","The Tibet Fund","Private Orgs. & Foundations"
16744,"The Union of Chambers and Commodity Exchanges of Turkey","The Union of Chambers and Commodity Exchanges of Turkey","Private Orgs. & Foundations"
16283,"Theatre Day Productions","TDP","NGOs"
8440,"Thirst No More","TNM","NGOs"
16262,"Thomson Foundation","Thomson Foundation","NGOs"
13780,"Thrivent Financial for Lutherans","Thrivent Financial for Lutherans","Private Orgs. & Foundations"
8285,"Thue & Selvaag AS","Thue & Selvaag AS","Private Orgs. & Foundations"
6968,"Tibet House Trust","Tibet House Trust","NGOs"
16719,"Tides Center","Tides Center","NGOs"
8703,"Tides Foundation","Tides Foundation","Private Orgs. & Foundations"
13462,"Tim Hortons Stores","Tim Hortons Stores","Private Orgs. & Foundations"
7165,"Timor Leste","Timor Leste","Government"
8065,"Timor-Leste Red Cross Society","Timor Leste RC","Red Cross / Red Crescent"
14209,"TIPU Foundation","TIPU Foundation","Private Orgs. & Foundations"
5187,"TIRUS - Maluku network of NGOs","TIRUS","NGOs"
13023,"Tjinyunyi Babili Trust","TBT","NGOs"
13395,"TJX Companies","TJX Companies","Private Orgs. & Foundations"
13609,"TNT","TNT","Private Orgs. & Foundations"
15219,"Today's Women Organization","TWO","NGOs"
8318,"Todya Organization","Todya Organization","Private Orgs. & Foundations"
16648,"Together Foundation for Development and Human Rights","TFDHR","NGOs"
8972,"Togolese Red Cross","Togo RC","Red Cross / Red Crescent"
6601,"Tolerance Foundation - Zimbabwe","TFZ","Private Orgs. & Foundations"
16608,"Tomooh Association for Skills Development","TASD","NGOs"
15648,"Tomorrow's Youth Organization","TYO","NGOs"
16889,"Tompran Foundation","Tompran Foundation","NGOs"
8631,"Tonga","Tonga","Government"
13153,"Tonga Red Cross Society","Tonga RC","Red Cross / Red Crescent"
16800,"Tony Elumelu Foundation","Tony Elumelu Foundation","Private Orgs. & Foundations"
13649,"Toro Company","Toro","Private Orgs. & Foundations"
7687,"Tosalisana","Tosalisana","NGOs"
13853,"Toshiba Group","Toshiba Group","Private Orgs. & Foundations"
8660,"TOTAL","TOTAL","Private Orgs. & Foundations"
12809,"Toyota Gilbratar","TG","Private Orgs. & Foundations"
13325,"Toyota Motor Corporation","Toyota Motor Corporation","Private Orgs. & Foundations"
13396,"Toys R Us","Toys R Us","Private Orgs. & Foundations"
13294,"Toys R Us Children's Fund","Toys R Us Children's Fund","Private Orgs. & Foundations"
8759,"TrainAid International","TAI","Private Orgs. & Foundations"
13478,"Transat AT","Transat AT","Private Orgs. & Foundations"
6155,"Transcultural Psychosocial Organisation","TPO","NGOs"
6296,"Transfair/Trans Group Express","Transfair/Trans Group Express","NGOs"
15395,"Trans-Nzoia Socio-Economic Network","TSN","NGOs"
8540,"Transparencia Venezuela","Transparencia Venezuela","NGOs"
7407,"Transparency International","TI","NGOs"
6550,"Trauma Care Foundation","Trauma Care Foundation","NGOs"
12773,"Travian Games, Germany","Travian Games, Germany","Private Orgs. & Foundations"
12732,"Treatment and Rehabilitation Centre","TRC","NGOs"
5778,"Triangle","Triangle","NGOs"
5853,"Triangle Génération Humanitaire","TGH","NGOs"
15949,"Tribal Education on Ecological System, Inc.","TREES","NGOs"
14120,"Tribal Reforms and Development Organization","TRDO","NGOs"
7353,"Trickle  Up Program","Trickle  Up Program","NGOs"
13603,"Trilogy International Partners","Trilogy International","Private Orgs. & Foundations"
8054,"Trincomalee District Gandhi Sevai Association","TDGSA","Private Orgs. & Foundations"
5961,"Trinidad and Tobago","Trinidad and Tobago","Government"
7450,"Trinidad and Tobago Red Cross Society","Trinidad and Tobago RC","Red Cross / Red Crescent"
5492,"Trocaire","Trocaire","NGOs"
6566,"Tromso Center for Mine Damages","TCMD","NGOs"
12916,"Tromsø Mineskadesenter/Tromsoe Mine Victim Resource Center","TMC","NGOs"
8072,"Trosgnistans Mission","Trosgnistans Mission","NGOs"
15218,"True Worth Foundation","TWF","NGOs"
7221,"Trust & Legacies","Trust & Legacies","Private Orgs. & Foundations"
14199,"Trust for History Art and Architecture of Pakistan","THAAP","NGOs"
14252,"Trust for Voluntary Organizations","TVO","NGOs"
6640,"Trust Fund for Human Security","TFHS","UN Agencies"
16916,"Trust Rehabilitation and Development Organization","TDO","NGOs"
7712,"Tsunami Evaluation Coalition","TEC","NGOs"
6096,"Tufts University","TU","Private Orgs. & Foundations"
12813,"Tulane University","TU","Private Orgs. & Foundations"
5447,"Tunisia","Tunisia","Government"
6198,"Tunisian Red Crescent","Tunisia RC","Red Cross / Red Crescent"
14937,"Turath Organization for Human Development","TOHD","NGOs"
16419,"Turathislamic (Islamic Culture)","Turathislamic (Islamic Culture)","Private Orgs. & Foundations"
5352,"Turkey","Turkey","Government"
7878,"Turkish Kidney Foundation","TKF","Private Orgs. & Foundations"
5482,"Turkish Red Crescent Society","Turkey RC","Red Cross / Red Crescent"
12671,"Turkistan Bastan Cooperation Rehabilitation Organization ","TBCRO","Private Orgs. & Foundations"
8547,"Turkmenistan","Turkmenistan","Government"
8579,"TUUNGANE AMANI KENYA ","TAK","NGOs"
7277,"Tuvalu","Tuvalu","Government"
13989,"Tuvalu Red Cross Society","Tuvalu RC","Red Cross / Red Crescent"
8084,"Tzu Chi Foundation ","TCF","Private Orgs. & Foundations"
6135,"U.N. Mission in the Central African Republic and Chad (MINURCAT)","MINURCAT","UN Agencies"
13400,"U.S. Bancorp","U.S. Bancorp","Private Orgs. & Foundations"
7356,"U.S. Committee for Refugees and Immigrants","USCRI","NGOs"
13397,"UBS","UBS","Private Orgs. & Foundations"
14202,"UFAQ Development Organization","UDO","NGOs"
6522,"Uganda","Uganda","Government"
6916,"Uganda National Alliance","UNA","NGOs"
6153,"Uganda Red Cross Society","Uganda RC","Red Cross / Red Crescent"
8837,"Uganda Women's Effort to Save Orphans ","UWESO","NGOs"
8893,"UGBAAD","UGBAAD","NGOs"
5386,"UK for UNHCR","UK for UNHCR","Private Orgs. & Foundations"
7490,"Ukraine","Ukraine","Government"
7294,"Ukrainian Red Cross Society","Ukraine RC","Red Cross / Red Crescent"
16752,"Ulku Ocaklari","Ulku Ocaklari","NGOs"
15281,"Umang Development Society","UDS","NGOs"
16668,"Umbrella for Relief and Rehabilitation Organization","URRO","NGOs"
14208,"Umeed Foundation","Umeed Foundation","Private Orgs. & Foundations"
7688,"Umoja wa wamama wa Kivu (UWAKI)","UWAKI","NGOs"
12921,"UN Action Against Sexual Violence in Conflict","UNAASVC","UN Agencies"
6459,"UN Agencies (details not yet provided) ","UN Agencies","UN Agencies"
5826,"UN Agencies and NGOs (details not yet provided)","UN Agencies and NGOs (details not yet provided)","Other"
16107,"UN Agencies and Red Cross (details not yet provided)","UN Agencies and Red Cross","Other"
6491,"UN Agencies, NGOs and/or Red Cross (details not yet provided)","UN Agencies, NGOs and/or Red Cross","Other"
7725,"UN Assistance Programme to Afghanistan","UN Assistance Programme to Afghanistan","UN Agencies"
13943,"UN Central Fund for Influenza Action","UNCFIA","UN Agencies"
8414,"UN Committee on Missing Persons","UNCMP","UN Agencies"
14054,"UN Delivering AS ONE","UN Delivering AS ONE","UN Agencies"
7211,"UN Economic Commission for Latin America","ECLAC","UN Agencies"
7434,"Un Enfant Par La Main","Un Enfant Par La Main","NGOs"
5238,"UN Foundation","UN Foundation","Private Orgs. & Foundations"
8185,"UN GENERAL TRUST FUND","UNGTF","UN Agencies"
7791,"UN Human Security Trust Fund","HSTF","UN Agencies"
5786,"UN Institute","UN Institute","UN Agencies"
6378,"UN Mine Action Program","UNMAP","UN Agencies"
16932,"UN Mission for Ebola Emergency Response","UNMEER","UN Agencies"
7833,"UN Mission in Liberia/Corrections Advisory Unit","UNMIL/CAU","UN Agencies"
5180,"UN Mission in Sierra Leone","UNAMSIL","UN Agencies"
8161,"UN Peacebuilding Fund","UN Peacebuilding Fund","UN Agencies"
8787,"Un Ponte Per ","UPP","NGOs"
8160,"UN Programme on HIV/AIDS","UN Programme on HIV/AIDS","UN Agencies"
16126,"UN Resident Coordinator's Office","UN Resident Coordinator's Office","UN Agencies"
14067,"UN Spouses Bazaar","UN Spouses Bazaar","Private Orgs. & Foundations"
15447,"UN Stabilization and Recovery - DRC","UNSR - DRC","UN Agencies"
8032,"UN Technical Cooperative Activities","UNTCA","UN Agencies"
14376,"Un Techo Para Mi Pais","UTPMP","NGOs"
7069,"UN Trust Fund","UN Trust Fund","UN Agencies"
7267,"UN Voluntary Fund for Indigenous Populations","UN Voluntary Fund for Indigenous Populations","UN Agencies"
6246,"UN Voluntary Trust Fund for Technical Cooperation","UNVTFTC","UN Agencies"
6034,"UN Women's Guild","UN Women's Guild","Private Orgs. & Foundations"
5367,"UNA/USA","UNA/USA","NGOs"
7048,"UNAIDS/IOM","UNAIDS/IOM","UN Agencies"
13808,"Underwriters Laboratories","Underwriters Laboratories","Private Orgs. & Foundations"
6001,"UNDESA","UNDESA","UN Agencies"
6959,"UNDG Iraq Trust Fund","UNDG Iraq Trust Fund","UN Agencies"
7009,"UNDP Administered Trust Fund","UNDP Administered Trust Fund","UN Agencies"
5679,"UNDP for UNDSS","UNDP for UNDSS","UN Agencies"
6408,"UNFPA Iran","UNFPA Iran","UN Agencies"
7016,"UNFPA/IOM","UNFPA/IOM","UN Agencies"
6692,"UNFPA/UNAIDS/HI/ANS","UNFPA/UNAIDS/HI/ANS","NGOs"
5156,"UNFPA/WFP","UNFPA / WFP","UN Agencies"
6003,"UNIC","UNIC","UN Agencies"
7613,"UNICEF National Committee/Andorra","NC/Andorra","Private Orgs. & Foundations"
5234,"UNICEF National Committee/Australia","NC/Australia","Private Orgs. & Foundations"
5334,"UNICEF National Committee/Austria","NC/Austria","Private Orgs. & Foundations"
5085,"UNICEF National Committee/Belgium","NC/Belgium","Private Orgs. & Foundations"
5258,"UNICEF National Committee/Canada","NC/Canada","Private Orgs. & Foundations"
16437,"UNICEF National Committee/Chile","NC/Chile","Private Orgs. & Foundations"
5214,"UNICEF National Committee/Czech Republic","NC/Czech Republic","Private Orgs. & Foundations"
5335,"UNICEF National Committee/Denmark","NC/Denmark","Private Orgs. & Foundations"
7875,"UNICEF National Committee/Estonia","NC/Estonia","Private Orgs. & Foundations"
5197,"UNICEF National Committee/Finland","NC/Finland","Private Orgs. & Foundations"
5339,"UNICEF National Committee/France","NC/France","Private Orgs. & Foundations"
5086,"UNICEF National Committee/Germany","NC/Germany","Private Orgs. & Foundations"
7876,"UNICEF National Committee/Hellenic","NC/Hellenic","Private Orgs. & Foundations"
5340,"UNICEF National Committee/Hong Kong","NC/Hong Kong","Private Orgs. & Foundations"
5341,"UNICEF National Committee/Hungary","NC/Hungary","Private Orgs. & Foundations"
7487,"UNICEF National Committee/Iceland","NC/Iceland","Private Orgs. & Foundations"
16435,"UNICEF National Committee/Indonesia","NC/Indonesia","Private Orgs. & Foundations"
5087,"UNICEF National Committee/Ireland","NC/Ireland","Private Orgs. & Foundations"
14002,"UNICEF National Committee/Israel","NC/Israel","Private Orgs. & Foundations"
5224,"UNICEF National Committee/Italy","NC/Italy","Private Orgs. & Foundations"
5088,"UNICEF National Committee/Japan","NC/Japan","Private Orgs. & Foundations"
5608,"UNICEF National Committee/Korea (Republic of)","NC/Korea (Republic of)","Private Orgs. & Foundations"
8057,"UNICEF National Committee/Latvia","NC/Latvia","Private Orgs. & Foundations"
7304,"UNICEF National Committee/Lithuania","NC/Lithuania","Private Orgs. & Foundations"
5203,"UNICEF National Committee/Luxembourg","NC/Luxembourg","Private Orgs. & Foundations"
16432,"UNICEF National Committee/Malaysia","NC/Malaysia","Private Orgs. & Foundations"
16436,"UNICEF National Committee/Mexico","NC/Mexico","Private Orgs. & Foundations"
5060,"UNICEF National Committee/Netherlands","NC/Netherlands","Private Orgs. & Foundations"
6505,"UNICEF National Committee/New Zealand","NC/New Zealand","Private Orgs. & Foundations"
5342,"UNICEF National Committee/Norway","NC/Norway","Private Orgs. & Foundations"
7928,"UNICEF National Committee/Oman","NC/Oman","Private Orgs. & Foundations"
7336,"UNICEF National Committee/Poland","NC/Poland","Private Orgs. & Foundations"
5259,"UNICEF National Committee/Portugal","NC/Portugal","Private Orgs. & Foundations"
14611,"UNICEF National Committee/San Marino","NC/San Marino","Private Orgs. & Foundations"
16431,"UNICEF National Committee/Saudi Arabia","NC/Saudi Arabia","Private Orgs. & Foundations"
